BLOCKGR GISJOIN Adopted Week
06470024.00: G06004700024 0 842
01399623.00: G01003909623 1 581
05450304.00: G05004500304 1 272
05759703.00: G05007509703 0 842
05579804.00: G05005709804 0 842
06375726.00: G06003705726 1 372
05199536.00: G05001909536 0 842
05879603.00: G05008709603 0 842
06470024.09: G0600470002492 1 240
05199539.00: G05001909539 0 842
05979531.00: G05009709531 0 842
36550056.00: G36005500056 1 281
06379012.00: G0600370901201 1 424
25173701.00: G2500170370102 1 2
05399504.00: G05013909504 0 842
06371274.00: G06003701274 1 372
12710108.00: G1200710010801 1 272
01239925.00: G01012309925 0 842
06371310.00: G06003701310 1 153
06971505.00: G06009701505 0 842
06371272.00: G06003701272 1 99
05899603.00: G05008909603 0 842
06855132.09: G0600850513295 1 165
06375722.00: G0600370572202 0 842
06855132.08: G0600850513289 1 165
05639901.00: G05006309901 1 529
05850201.00: G05008500201 0 842
06170306.00: G0600170030601 1 424
05399702.00: G05003909702 0 842
05779702.00: G05007709702 0 842
05739701.00: G05007309701 0 842
17978626.00: G1700970862602 0 842
06371316.00: G06003701316 1 153
05679804.00: G05006709804 0 842
01810419.00: G01008100419 1 581
01659744.00: G01006509744 0 842
01030056.00: G01010300056 0 842
06379006.00: G0600370900602 1 153
06371372.00: G0600370137201 1 153
09091404.00: G09000901404 1 2
09091545.00: G09000901545 1 99
36070136.00: G36000700136 1 240
06371151.00: G0600370115101 1 153
01339958.00: G01013309958 1 424
06855140.09: G0600850514097 1 240
01079878.00: G01010709878 0 842
06130116.09: G0601130011698 1 99
05119505.00: G05001109505 0 842
01210121.09: G0101210012198 0 842
06371172.00: G06003701172 1 372
05959503.00: G05009509503 0 842
06855141.09: G0600850514198 1 240
05159510.00: G05011509510 0 842
05299702.00: G05012909702 0 842
01879822.00: G01008709822 0 842
05759704.00: G05007509704 1 200
01099893.00: G01010909893 1 685
05190017.00: G05011900017 1 464
05330204.00: G0500330020401 1 529
05999902.00: G05009909902 0 842
06570009.00: G06005700009 0 842
06133820.00: G06001303820 1 424
06610216.00: G06006100216 1 424
06270001.00: G06002700001 1 424
13699504.00: G13026909504 0 842
06670053.00: G06006700053 1 99
06855132.09: G0600850513297 1 165
06855132.09: G0600850513296 1 165
05430110.00: G0501430011003 1 464
06855132.09: G0600850513290 1 165
06855132.08: G0600850513288 1 165
05430111.00: G0501430011102 0 842
06890128.09: G0600890012898 0 842
06375727.00: G06003705727 1 372
05430108.00: G05014300108 1 153
05450301.00: G05004500301 1 200
01970064.00: G0100970006401 1 581
01950305.00: G01009500305 1 247
06390010.00: G06003900010 0 842
06610219.00: G0600610021901 1 281
06855132.09: G0600850513298 1 165
05899602.00: G05008909602 0 842
05910202.00: G05009100202 1 424
06855141.09: G0600850514197 1 240
06855131.09: G0600850513198 1 165
06855131.09: G0600850513197 1 165
06530102.00: G0600530010202 0 842
01310105.00: G01003100105 0 842
06371232.00: G0600370123202 1 200
06130114.00: G06011300114 0 842
05450303.00: G05004500303 0 842
06371281.00: G06003701281 1 99
05190042.00: G0501190004203 1 424
05039602.00: G05000309602 0 842
05070214.00: G0500070021403 1 529
06371351.01: G0600370135111 1 153
06130101.00: G0601130010101 1 200
05310009.00: G05003100009 0 842
06871103.00: G06008701103 1 424
06971526.00: G06009701526 0 842
06971542.00: G06009701542 0 842
05310009.00: G0501310000901 1 464
06871227.09: G0600870122792 1 165
06816131.00: G06008106131 1 99
06570010.00: G06005700010 0 842
01170308.00: G01011700308 1 341
01539699.00: G01005309699 1 581
05099903.00: G05000909903 0 842
06375400.00: G06003705400 1 424
01859808.00: G01008509808 0 842
06130115.00: G06011300115 0 842
06930001.00: G06009300001 0 842
05690009.00: G0500690000902 1 581
06379007.00: G0600370900702 1 153
05099534.00: G05010909534 0 842
05099535.00: G05010909535 0 842
05639907.00: G05006309907 0 842
06371323.00: G06003701323 1 424
06379010.00: G0600370901001 1 341
05059527.00: G05010509527 0 842
01539703.00: G01005309703 0 842
06375436.00: G0600370543604 1 372
01319950.00: G01013109950 0 842
06379010.00: G0600370901002 1 341
05190040.00: G0501190004003 0 842
06990035.00: G06009900035 0 842
06855136.07: G0600850513677 1 153
06990041.08: G0600990004186 0 842
06816003.00: G06008106003 1 99
05510103.00: G05005100103 0 842
05499501.00: G05004909501 0 842
05510105.00: G05005100105 0 842
06855131.09: G0600850513194 1 165
06379006.00: G0600370900601 1 153
06371278.00: G0600370127802 1 99
06470002.00: G06004700002 0 842
05059509.00: G05000509509 0 842
06133551.00: G0600130355103 1 529
06790103.00: G06007900103 0 842
06830020.00: G0600830002006 1 301
06371279.00: G06003701279 1 99
06371044.00: G0600370104402 1 99
06371276.00: G0600370127602 1 99
06110002.00: G06011100002 0 842
05190013.00: G05011900013 1 464
01970059.00: G01009700059 1 581
05839502.00: G05008309502 0 842
05479502.00: G05004709502 0 842
06150409.00: G0601150040901 0 842
06170318.09: G0600170031898 0 842
06952523.00: G0600950252301 1 464
05159505.00: G05001509505 1 529
06371192.00: G06003701192 1 99
06371045.00: G06003701045 1 99
06371133.00: G0600370113301 1 153
05059508.00: G05000509508 0 842
06371031.00: G0600370103102 1 153
05190008.00: G05011900008 0 842
06371133.02: G0600370113321 1 153
01810410.00: G01008100410 0 842
01939847.00: G01009309847 0 842
06371327.00: G06003701327 1 424
06371234.00: G06003701234 1 99
05059529.00: G05010509529 1 529
06371235.00: G06003701235 1 99
06871227.08: G0600870122784 1 165
06816078.00: G06008106078 1 99
05099901.00: G05000909901 0 842
06470020.00: G06004700020 0 842
06855122.09: G0600850512298 1 325
06373111.00: G06003703111 0 842
06890125.00: G06008900125 0 842
05850202.00: G05008500202 0 842
06371232.00: G0600370123201 1 200
05070213.00: G0500070021302 0 842
05310002.00: G05013100002 1 424
06570002.00: G06005700002 1 153
05810301.00: G05008100301 1 581
05659603.00: G05006509603 0 842
01170303.00: G0101170030309 1 341
05579801.00: G05005709801 0 842
05179602.00: G05011709602 0 842
08130127.00: G0800130012706 1 99
05439906.09: G0500430990698 0 842
25250704.00: G25002500704 1 153
01999861.00: G01009909861 1 581
01639743.00: G01006309743 0 842
06952529.00: G0600950252903 0 842
47370127.00: G47003700127 1 99
25056533.00: G25000506533 1 372
01879816.00: G01008709816 0 842
05439901.00: G05004309901 0 842
05979532.00: G05009709532 0 842
05510104.00: G05005100104 1 581
05719522.00: G05007109522 0 842
05190029.00: G05011900029 1 424
25010106.00: G25000100106 0 842
27559601.00: G27015509601 0 842
05310008.00: G05013100008 1 464
05310011.00: G0501310001102 1 325
06871224.09: G0600870122497 1 424
06990034.09: G0600990003498 0 842
05459704.00: G05014509704 1 633
05239602.00: G05012309602 0 842
06590322.09: G0600590032298 1 200
05659602.00: G05006509602 0 842
06952522.00: G0600950252202 1 281
05810302.00: G05008100302 0 842
06150411.00: G06011500411 0 842
05479501.00: G05004709501 0 842
06371349.00: G0600370134901 1 153
01270217.00: G01012700217 0 842
06590638.00: G0600590063805 1 99
06610220.00: G0600610022002 0 842
26319703.00: G26013109703 0 842
05850206.00: G05008500206 1 633
06150410.00: G06011500410 0 842
53610520.00: G5300610052003 1 272
05930107.00: G05009300107 0 842
17318026.00: G1700310802601 1 272
05779701.00: G05007709701 0 842
13939902.00: G13029309902 0 842
06930009.00: G06009300009 0 842
48610124.00: G48006100124 0 842
06371343.00: G0600370134303 1 153
12310102.00: G1200310010202 1 247
06670039.00: G06006700039 0 842
01299943.00: G01012909943 0 842
06371347.00: G06003701347 1 153
01130312.00: G01011300312 0 842
05279501.00: G05012709501 0 842
01730143.00: G0100730014302 1 424
05899601.00: G05008909601 1 529
06855136.09: G0600850513691 0 842
06855136.08: G0600850513688 0 842
06150402.00: G06011500402 1 301
06010508.00: G06010100508 0 842
01270213.00: G01012700213 0 842
01119902.00: G01011109902 0 842
01079880.00: G01010709880 0 842
01270216.00: G01012700216 0 842
05279503.00: G05012709503 0 842
17790212.00: G1701790021201 1 529
05339801.00: G05013309801 0 842
06374617.00: G06003704617 1 200
06371395.00: G0600370139501 1 424
05559803.00: G05005509803 1 240
26635303.00: G26016305303 1 301
05559801.00: G05005509801 0 842
41470107.00: G41004700107 1 289
39351093.00: G39003501093 1 281
42059802.00: G42000509802 0 842
55090020.00: G5500090002003 1 424
55250020.00: G55002500020 1 153
19870006.00: G19018700006 1 464
55959603.00: G55009509603 0 842
39170010.00: G3900170001002 1 272
18790404.00: G18017900404 1 289
39490068.01: G3900490006810 1 99
22190026.00: G22001900026 1 240
18530009.00: G18005300009 0 842
36119512.00: G36011109512 0 842
06133451.00: G0600130345109 1 372
40091072.01: G4001090107218 1 153
36594152.00: G3600590415202 1 272
34076078.00: G34000706078 1 247
39535044.00: G39015305044 1 633
36593040.00: G3600590304002 1 341
51594401.09: G5100590440198 1 99
28959507.00: G28009509507 0 842
36190133.00: G3601190013301 1 372
48350001.00: G48013500001 1 425
55896603.00: G5500890660302 1 99
25173001.00: G25001703001 0 842
06290028.00: G0600290002807 1 301
24430114.00: G24004300114 1 2
40430090.00: G4001430009004 1 99
19339603.00: G19013309603 0 842
36031580.00: G3601030158002 1 99
47570082.00: G47015700082 1 372
12310005.00: G12003100005 1 200
53330298.00: G5300330029801 1 153
01439650.00: G01004309650 1 281
27979801.00: G27009709801 0 842
36830522.00: G3600830052202 1 281
17318195.00: G17003108195 1 240
40430080.00: G4001430008001 1 200
27030507.00: G2700030050705 1 301
24010022.00: G24000100022 0 842
27939605.00: G27009309605 0 842
01599730.00: G01005909730 1 200
40091050.00: G40010901050 1 153
39535314.00: G3901530531401 1 633
34258046.00: G34002508046 1 325
27499801.00: G27014909801 0 842
18973101.00: G1800970310104 1 581
21450312.00: G21014500312 1 464
42199109.00: G42001909109 0 842
39599778.00: G39005909778 0 842
39170010.00: G3900170001001 1 272
06590995.00: G0600590099502 1 424
17898546.09: G1700890854698 1 301
18670106.00: G18006700106 1 581
27699709.00: G27016909709 0 842
36595179.00: G36005905179 1 529
17118709.00: G1701110870901 1 581
36190021.00: G3601190002104 1 424
53330221.00: G53003300221 1 240
20019530.00: G20000109530 0 842
06014403.00: G0600010440305 1 372
06730170.02: G0600730017023 1 240
49351135.00: G4900350113505 1 200
12830022.00: G1200830002202 1 473
51708205.00: G51067008205 1 99
45450007.00: G45004500007 1 372
17311703.00: G17003101703 1 464
09091506.00: G09000901506 1 99
55332020.00: G5501330202002 0 842
12150022.00: G12011500022 1 581
12570119.00: G1200570011901 1 99
49490030.00: G49004900030 1 247
37190064.00: G37011900064 1 529
29210001.00: G29002100001 1 473
34130216.00: G3400130021602 1 247
55199505.00: G55001909505 0 842
51210210.00: G51012100210 1 272
53579524.00: G53005709524 1 581
53530613.00: G53005300613 1 99
06590626.03: G0600590062631 1 99
08259896.00: G08002509896 0 842
01730139.00: G0100730013902 1 372
37290107.00: G37012900107 1 473
39351188.00: G39003501188 1 240
39059706.00: G39000509706 0 842
41670336.00: G41006700336 1 281
48010364.00: G48020100364 0 842
40091017.00: G40010901017 1 153
51308110.00: G51073008110 0 842
39351015.00: G39003501015 1 301
18973226.00: G18009703226 1 341
39390021.00: G39013900021 0 842
51853212.00: G51008503212 1 200
53330284.00: G5300330028401 1 200
48130143.00: G4801130014305 1 165
51594407.00: G51005904407 1 2
21510109.00: G21015100109 1 424
40419759.00: G40004109759 0 842
09034713.00: G09000304713 1 372
18632101.00: G1800630210101 0 842
42293043.00: G42002903043 1 529
13771707.00: G13007701707 0 842
09034921.00: G09000304921 1 633
40370006.00: G40013700006 1 240
39339746.00: G39003309746 0 842
31090102.00: G31010900102 0 842
40430073.01: G4001430007311 1 200
36550115.00: G3600550011504 1 289
36190117.00: G36011900117 1 325
39170136.00: G39001700136 1 240
18973406.00: G18009703406 1 247
27799506.00: G27007909506 0 842
24230002.00: G24002300002 0 842
48810007.00: G48018100007 1 473
49351004.00: G49003501004 1 153
39490016.00: G39004900016 1 200
49111255.00: G49001101255 1 372
06816090.00: G06008106090 1 99
19930018.00: G19019300018 1 289
36150930.00: G36011500930 0 842
09116905.00: G09001106905 1 247
53530616.00: G5300530061602 1 99
48410016.00: G48014100016 1 153
51102020.00: G5105100202002 1 240
50239541.00: G50002309541 0 842
36550119.00: G3600550011901 1 424
06650434.00: G0600650043402 1 424
34312460.00: G3400310246002 1 200
11010089.00: G1100010008905 0 842
26550308.00: G26015500308 1 153
22550014.01: G2200550001410 1 529
48010440.00: G4802010044006 1 200
42912003.01: G4200910200310 1 153
51050806.09: G5100050080698 0 842
26635512.00: G26016305512 1 99
48291214.00: G4800290121401 1 424
34230085.00: G3400230008502 1 372
36550051.00: G36005500051 1 281
40190107.00: G40011900107 1 240
55539602.00: G55005309602 1 529
51958902.00: G51059508902 0 842
18350024.00: G1800350002402 1 240
34230062.00: G3400230006206 1 281
34230072.00: G3400230007202 1 325
40091065.00: G4001090106502 1 99
26158314.00: G26011508314 1 240
29833113.00: G2901830311301 1 0
38350115.09: G3800350011598 1 372
53419706.00: G53004109706 0 842
27279502.00: G27012709502 0 842
50070009.00: G50000700009 1 153
01439648.00: G01004309648 1 281
19019603.00: G19000109603 0 842
27439601.00: G27004309601 0 842
48291306.00: G48002901306 1 424
25235071.00: G2500230507101 1 372
48610134.00: G4800610013402 0 842
50110108.00: G50001100108 1 372
48090006.00: G48030900006 1 200
48010441.00: G4802010044101 1 200
47650207.00: G47016500207 1 240
17978625.00: G17009708625 0 842
34297130.00: G34002907130 1 325
36650258.00: G36006500258 1 633
48291908.00: G48002901908 1 424
25250001.00: G25002500001 1 99
27339701.00: G27013309701 0 842
06730170.00: G0600730017008 1 247
48610209.00: G48036100209 1 372
06190059.00: G0600190005901 1 165
29430204.00: G29004300204 0 842
34350535.00: G3400350053501 1 325
48010436.00: G4802010043601 1 200
48419506.00: G48024109506 0 842
12570002.00: G12005700002 1 153
50219629.00: G50002109629 0 842
35010014.00: G35000100014 1 272
09035104.00: G09000305104 1 341
36290159.00: G36002900159 0 842
09010435.00: G09000100435 1 153
40091014.00: G40010901014 1 473
13210108.00: G13002100108 1 240
49351134.00: G4900350113402 1 200
12030254.00: G1201030025409 1 247
41390055.09: G4100390005596 0 842
40091059.09: G4001090105997 1 99
09093507.00: G09000903507 1 2
54690014.00: G54006900014 1 424
48130045.00: G48011300045 1 99
42330101.03: G4201330010130 1 464
42810002.00: G42008100002 0 842
53330303.00: G5300330030302 1 281
17010031.00: G17020100031 1 281
41110007.00: G41001100007 1 325
16050013.00: G16000500013 1 325
50219642.00: G50002109642 0 842
40091069.00: G4001090106909 1 153
27859506.00: G27008509506 0 842
18973308.00: G1800970330802 1 341
26251977.00: G26012501977 1 478
40679718.00: G40006709718 0 842
39610046.00: G3900610004601 1 99
39919843.00: G39009109843 0 842
39897568.00: G39008907568 1 200
12030260.00: G1201030026002 1 165
06670027.00: G06006700027 0 842
12690313.00: G1200690031302 1 581
50259680.00: G50002509680 0 842
48391057.00: G4804390105704 1 2
17318161.00: G17003108161 1 272
25214112.00: G25002104112 1 341
17910120.00: G17009100120 1 153
22510271.00: G22005100271 1 240
48391106.00: G4804390110602 1 99
06133780.00: G06001303780 1 424
54070008.00: G5401070000801 1 372
22730058.00: G22007300058 1 464
19630114.00: G19016300114 1 464
48850315.00: G4800850031502 1 301
42035231.09: G4200030523198 1 99
20030706.00: G20010300706 0 842
26937250.00: G26009307250 1 464
44070179.00: G44000700179 1 247
06816076.00: G06008106076 1 99
22510278.00: G2200510027807 1 240
36594120.00: G36005904120 1 464
21350107.00: G21003500107 0 842
31579538.00: G31015709538 1 791
51594802.00: G51005904802 1 99
48391115.02: G4804390111526 0 842
48291216.00: G4800290121604 1 424
48010518.00: G4802010051801 1 99
48010545.03: G4802010054532 1 633
42199021.00: G42001909021 0 842
48010301.00: G4802010030102 0 842
19610003.00: G19006100003 1 685
21099508.00: G21000909508 0 842
34258008.00: G34002508008 1 464
36710132.00: G36007100132 1 341
39170112.00: G39001700112 1 464
42257922.00: G42012507922 0 842
48090034.00: G4803090003401 0 842
39351039.00: G39003501039 1 153
19530039.00: G19015300039 1 372
34010129.00: G34000100129 0 842
48230011.00: G4804230001101 0 842
36810079.00: G36008100079 1 240
40091023.00: G40010901023 1 99
53330322.00: G5300330032203 1 2
19990405.00: G19009900405 1 581
06670070.00: G0600670007004 0 842
06014420.00: G06000104420 1 372
48530013.00: G4804530001304 1 99
47959602.00: G47009509602 0 842
39019901.00: G39000109901 0 842
06014034.00: G06000104034 1 372
48010503.00: G4802010050301 1 153
48010522.00: G4802010052202 1 372
48390912.00: G4803390091202 0 842
06014090.00: G06000104090 1 372
18570109.00: G18015700109 1 200
04130610.00: G0400130061006 1 464
26199803.00: G26001909803 0 842
24338002.00: G2400330800202 0 842
06730133.00: G0600730013304 1 153
48850316.01: G4800850031611 1 200
08410060.00: G08004100060 1 200
51200034.09: G5108200003498 0 842
39351861.00: G3900350186103 1 529
46030111.00: G46010300111 0 842
29190011.00: G2900190001104 1 424
41619704.00: G41006109704 0 842
55090018.00: G5500090001802 1 424
06375735.00: G06003705735 0 842
48391130.00: G4804390113001 0 842
48210217.01: G4801210021710 1 200
53330282.00: G53003300282 1 200
12250064.00: G1200250006402 1 272
08410038.00: G08004100038 1 200
26490102.00: G26004900102 0 842
48671404.00: G4803670140402 0 842
55710008.00: G55007100008 1 240
42110140.00: G42001100140 1 529
48530007.00: G48045300007 1 99
20030711.09: G2001030071198 1 581
37810158.00: G37008100158 1 478
39351231.00: G39003501231 1 281
06133560.00: G0600130356002 1 372
01059872.00: G01010509872 0 842
42034762.00: G42000304762 1 99
48391055.00: G4804390105502 1 2
36850277.00: G3600850027702 1 153
26099607.00: G26010909607 1 240
17318141.00: G17003108141 1 325
36070126.00: G36000700126 1 424
12010008.00: G12000100008 1 633
22750507.00: G22007500507 0 842
48130084.00: G48011300084 1 200
13510105.00: G1300510010501 1 372
21110115.00: G2101110011505 1 424
54790206.00: G5400790020602 1 247
21039805.00: G21000309805 0 842
27030502.01: G2700030050214 1 372
37850705.00: G37008500705 1 581
27030505.00: G2700030050503 1 200
45150208.00: G4500150020802 0 842
54110108.00: G54001100108 1 272
48390901.00: G4803390090101 0 842
20770029.00: G20017700029 1 272
42430245.00: G4200430024502 1 581
48450004.00: G48024500004 1 464
39610065.00: G39006100065 0 842
54979666.00: G54009709666 1 240
53099810.00: G53000909810 1 581
34270408.00: G3400270040803 1 247
09091502.00: G09000901502 1 99
39517147.00: G3901510714702 0 842
37470004.00: G37014700004 1 325
39599774.00: G39005909774 1 529
48150213.00: G4802150021302 1 424
06330008.00: G06003300008 1 424
12030225.00: G1201030022501 1 373
36379504.00: G36003709504 1 529
16010005.00: G16000100005 1 240
48150237.00: G48021500237 1 424
40219856.00: G40012109856 1 464
55059607.00: G55000509607 0 842
40430080.00: G4001430008002 1 200
39070009.00: G39000700009 1 529
42512608.00: G42005102608 1 464
53330318.00: G53003300318 1 240
55439610.00: G55004309610 1 478
09091413.00: G09000901413 1 153
42979614.00: G42009709614 0 842
09010726.00: G09000100726 1 99
09091504.00: G09000901504 1 99
48130108.00: G4801130010803 1 99
54610110.00: G54006100110 1 281
24317005.00: G24003107005 0 842
39199814.00: G39011909814 1 581
39930912.00: G39009300912 0 842
29892118.00: G29018902118 1 99
06133240.00: G06001303240 0 842
25138112.00: G25001308112 1 289
48270227.00: G48002700227 1 200
39950083.00: G3900950008302 1 424
22119603.00: G22001109603 1 372
41290014.00: G41002900014 1 165
08410052.00: G08004100052 1 200
12570114.00: G1200570011403 1 424
39930709.00: G3900930070902 0 842
12050121.00: G1201050012102 1 325
55979608.00: G55009709608 1 424
55590029.00: G5500590002901 0 842
39131004.00: G39011301004 1 153
48030017.09: G4803030001798 1 372
24217509.00: G24002107509 1 99
48010452.00: G4802010045201 0 842
09116909.00: G09001106909 1 247
13210089.00: G13012100089 1 165
01150016.00: G01001500016 1 325
48010266.00: G48020100266 1 581
36594136.00: G36005904136 1 424
12050129.00: G12010500129 0 842
48010530.00: G4802010053003 1 633
38999579.00: G38009909579 0 842
42110128.00: G42001100128 0 842
38170007.00: G38001700007 1 301
48030204.00: G4802030020402 1 633
34373725.00: G34003703725 1 289
48291813.00: G48002901813 1 424
09091253.00: G09000901253 1 301
24135100.00: G24001305100 0 842
09091254.00: G09000901254 1 240
54490202.00: G54004900202 1 325
39250405.00: G39002500405 1 581
48550020.00: G48035500020 1 99
48999504.00: G48039909504 0 842
18594108.00: G18005904108 1 325
48410028.00: G48014100028 1 200
06290024.00: G06002900024 1 634
01730059.00: G0100730005903 1 247
12710018.00: G12007100018 1 301
53379755.00: G53003709755 1 372
51500210.00: G5105500021003 1 424
51872001.01: G5100870200116 1 272
36979501.00: G36009709501 0 842
29699607.00: G29006909607 0 842
19530052.00: G19015300052 1 372
24338036.00: G2400330803609 1 200
53330052.00: G53003300052 1 200
08590120.02: G0800590012026 1 99
42010201.00: G42010100201 1 247
48291212.00: G4800290121201 1 424
12110913.00: G12001100913 1 581
48530023.00: G4804530002303 1 240
39351862.00: G3900350186204 1 529
51000653.00: G51080000653 1 240
06310011.00: G06003100011 1 200
42430209.00: G42004300209 1 529
24217523.00: G24002107523 1 581
37190035.00: G37011900035 1 200
53659504.00: G53006509504 0 842
12810003.00: G1200810000301 1 240
21339803.00: G21003309803 0 842
26992637.00: G26009902637 1 478
34258105.00: G3400250810501 1 424
35250010.00: G3500250001002 0 842
06730085.00: G0600730008503 1 247
21039802.00: G21000309802 1 581
41599516.00: G41005909516 0 842
53579505.00: G53005709505 0 842
16319503.00: G16003109503 1 581
38039682.00: G38000309682 0 842
42333305.00: G42003303305 0 842
55759613.00: G55007509613 0 842
48291213.00: G48002901213 1 424
42199024.00: G42001909024 0 842
27530261.00: G2700530026101 1 153
12250027.00: G1200250002701 0 842
48291506.00: G48002901506 1 424
48130090.00: G4801130009001 1 200
09091653.00: G09000901653 1 2
13270001.00: G13012700001 1 529
01770111.00: G01007700111 1 272
06855046.09: G0600850504698 1 99
21590013.00: G21005900013 0 842
37190004.00: G37011900004 1 200
55779901.00: G55007709901 0 842
39897541.00: G39008907541 1 424
53330217.00: G53003300217 1 99
24430104.00: G24004300104 0 842
53330244.00: G53003300244 0 842
35150003.00: G35001500003 0 842
23219608.00: G23002109608 0 842
37510001.00: G37005100001 1 473
48130039.00: G4801130003902 1 424
42034810.00: G42000304810 1 424
55630101.00: G5500630010101 1 424
06871211.00: G06008701211 1 281
45030210.00: G4500030021001 1 165
01970032.00: G0100970003203 1 581
08590110.00: G08005900110 1 240
53330323.01: G5300330032310 1 153
17670006.00: G17016700006 1 424
36239912.00: G36002309912 0 842
12990054.00: G1200990005403 1 247
51594924.00: G51005904924 1 200
12150102.00: G12001500102 1 581
25138106.00: G2500130810601 1 424
32310026.00: G3200310002601 1 341
55979606.00: G55009709606 0 842
53079606.00: G53000709606 1 341
01890106.00: G0100890010601 0 842
30499797.00: G30004909797 1 372
51594158.00: G51005904158 1 281
53610511.00: G53006100511 1 153
21219907.00: G21002109907 0 842
47599751.00: G47015909751 0 842
39490097.02: G3900490009720 1 200
18530005.00: G18005300005 1 301
39839873.00: G39008309873 0 842
34030600.00: G34000300600 1 99
06250116.00: G06002500116 1 424
04131167.00: G0400130116707 1 240
48130048.00: G48011300048 1 2
48130181.01: G4801130018118 1 153
24317003.00: G2400310700307 1 99
32310021.00: G3200310002101 0 842
09117001.00: G09001107001 1 247
39553116.00: G39005503116 0 842
12030246.00: G12010300246 1 153
12810012.00: G1200810001204 1 165
17312317.00: G17003102317 1 272
09093611.00: G09000903611 1 372
17770003.00: G17017700003 0 842
13890212.00: G1300890021205 1 165
42279611.00: G42012709611 0 842
55630104.00: G5500630010402 1 372
24054113.00: G2400050411305 1 372
12250090.00: G1200250009003 1 99
26579605.00: G26015709605 0 842
17318209.00: G1700310820901 1 272
33150693.00: G33001500693 1 99
48010438.02: G4802010043821 1 2
53630009.00: G53006300009 1 247
33039559.00: G33000309559 0 842
17314211.00: G17003104211 1 99
22730059.00: G22007300059 1 424
08050070.05: G0800050007057 1 99
40470007.00: G40004700007 1 529
48410101.00: G48014100101 1 99
48391050.00: G4804390105006 1 301
42293039.00: G42002903039 1 529
39610078.00: G39006100078 1 153
39610232.00: G3900610023201 1 200
06110063.00: G0601110006301 1 153
36070204.00: G36010700204 1 372
36810987.00: G36008100987 1 272
20110002.00: G20011100002 1 99
31550066.00: G3100550006602 1 99
42031304.00: G42000301304 1 99
39079675.00: G39010709675 0 842
51600708.00: G51076000708 1 473
48899501.00: G48018909501 1 99
53259811.00: G53002509811 0 842
53770009.00: G53007700009 1 281
48270203.00: G48002700203 0 842
35239883.00: G35002309883 0 842
36190074.00: G3601190007402 1 464
48230002.00: G4804230000201 1 325
36810934.00: G36008100934 1 200
28139502.00: G28001309502 0 842
26150107.00: G26001500107 0 842
22050309.00: G22000500309 0 842
49111269.00: G4900110126902 1 289
26150108.00: G26001500108 0 842
26635930.00: G26016305930 1 301
34258035.00: G34002508035 1 464
56019637.00: G56000109637 1 424
29599807.00: G29015909807 1 473
28479502.00: G28014709502 0 842
20730039.00: G20017300039 1 301
12270824.00: G1201270082407 1 301
04190040.02: G0400190004027 1 200
26739504.00: G26007309504 1 581
06376503.00: G06003706503 1 372
22190001.00: G22001900001 1 240
34130147.00: G34001300147 1 99
39950071.00: G3900950007102 1 240
09035025.00: G09000305025 1 247
36190114.00: G36011900114 1 325
18910413.00: G18009100413 1 341
51100428.00: G51081000428 1 247
24317001.00: G2400310700103 1 372
12950113.00: G12009500113 1 153
17150029.00: G1701150002902 1 529
39553118.00: G39005503118 1 529
36031591.00: G3601030159106 0 842
48130156.00: G48011300156 1 99
42298023.00: G42012908023 1 633
48130165.00: G4801130016509 1 633
48130166.00: G4801130016605 1 325
46119588.00: G46001109588 0 842
42293073.00: G42002903073 1 529
01439651.00: G01004309651 1 281
37559612.00: G37015509612 0 842
55730013.00: G55007300013 1 240
06110047.00: G0601110004701 1 153
36271500.00: G3600270150001 1 424
01010020.00: G01010100020 1 581
37210009.00: G37002100009 1 153
48410114.00: G48044100114 1 165
01970037.00: G0100970003704 1 581
41510072.00: G4100510007202 1 153
39170110.00: G3900170011002 1 272
55590029.00: G5500590002902 1 341
42110136.00: G42001100136 1 529
37710326.00: G37007100326 0 842
48210217.00: G4801210021707 1 372
37090709.00: G37010900709 0 842
26635744.00: G26016305744 1 153
42210107.00: G42002100107 1 464
13890231.00: G1300890023106 1 153
26992408.00: G26009902408 1 473
41050205.00: G4100050020501 1 424
34312641.00: G34003102641 1 341
26635363.00: G26016305363 1 301
27230344.00: G27012300344 1 325
16270205.00: G16002700205 1 464
39610218.00: G3900610021802 1 99
25214421.00: G2500210442101 1 281
36319610.00: G36003109610 0 842
47630417.00: G47016300417 1 301
12010307.00: G12010100307 1 200
42032708.00: G42000302708 1 240
47930026.00: G47009300026 1 272
19819703.00: G19008109703 0 842
19799605.00: G19017909605 1 325
48450018.00: G48024500018 1 341
42370509.00: G42003700509 1 341
01550017.00: G01005500017 0 842
48570703.03: G4801570070332 1 633
48030002.00: G4803030000201 1 99
39419564.00: G39014109564 1 200
39093653.00: G3901090365302 1 165
22790125.00: G22007900125 1 247
41050237.00: G41000500237 1 341
36290138.00: G36002900138 1 424
12570065.00: G12005700065 1 372
23310350.00: G23003100350 1 464
21730706.00: G21007300706 1 325
12690305.00: G1200690030502 1 478
06710021.00: G06007100021 1 424
48130112.00: G48011300112 1 325
53330286.00: G53003300286 1 200
12950168.00: G1200950016801 1 200
32310031.00: G3200310003103 0 842
51594321.00: G51005904321 1 2
51100058.00: G51071000058 1 325
38119652.00: G38001109652 0 842
53150012.00: G53001500012 1 581
48010402.00: G4802010040202 1 4
48750128.09: G4803750012898 1 424
48910212.00: G4804910021202 1 372
51411008.09: G5100410100893 1 473
